,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
2006,Slovenia,SVN,EUR,3.5,0.9195,29502.336,27994.096,2023-01-01
2007,Sweden,SWE,SEK,57.4,10.2154,55689.403,563256.613,2023-01-01
2008,Thailand,THA,THB,128.0,32.8225,7650.884,247827.577,2023-01-01
2009,Turkey,TUR,TRY,75.0,18.8055,10618.285,175968.271,2023-01-01
2010,Taiwan,TWN,TWD,75.0,30.369,32643.218,973114.394,2023-01-01
2011,Ukraine,UKR,UAH,92.0,36.917,4348.57,140644.541,2023-01-01
2012,Uruguay,URY,UYU,268.0,39.125,20221.94,832490.102,2023-01-01
2013,United States,USA,USD,5.36,1.0,76348.494,76348.494,2023-01-01
2014,Venezuela,VEN,VES,56.3,20.7081,3459.154,23969.034,2023-01-01
2015,Vietnam,VNM,VND,72000.0,23450.0,4086.519,95648144.299,2023-01-01
2016,South Africa,ZAF,ZAR,49.9,17.21,6694.358,109536.433,2023-01-01
2017,United Arab Emirates,ARE,AED,18.0,3.67305,51305.686,188420.13,2023-07-01
2018,Argentina,ARG,ARS,1650.0,275.275,13655.2,1785086.952,2023-07-01
2019,Australia,AUS,AUD,7.45,1.48400979446464,65526.118,94288.25,2023-07-01
2020,Austria,AUT,EUR,4.81,0.90699,52264.871,49592.948,2023-07-01
2021,Azerbaijan,AZE,AZN,5.95,1.7025,6826.434,11604.938,2023-07-01
2022,Belgium,BEL,EUR,4.9,0.90699,50114.397,47552.412,2023-07-01
2023,Bahrain,BHR,BHD,1.7,0.37695,28784.993,10823.157,2023-07-01
2024,Brazil,BRA,BRL,22.9,4.75705,8995.029,46352.586,2023-07-01
2025,Canada,CAN,CAD,7.05,1.31625,55085.452,71696.733,2023-07-01
2026,Switzerland,CHE,CHF,6.7,0.86685,92371.449,88209.2,2023-07-01
2027,Chile,CHL,CLP,3900.0,839.505,15094.829,13180628.674,2023-07-01
2028,China,CHN,CNY,25.0,7.14355,12813.765,86327.399,2023-07-01
2029,Colombia,COL,COP,18900.0,3882.915,6664.269,28364423.943,2023-07-01
2030,Costa Rica,CRI,CRC,2950.0,544.875,13077.23,8463768.322,2023-07-01
2031,Czech Republic,CZE,CZK,105.0,21.6516,27612.934,644955.308,2023-07-01
2032,Germany,DEU,EUR,5.34,0.90699,48636.03,46149.623,2023-07-01
2033,Denmark,DNK,DKK,38.2,6.7593,66516.079,475244.368,2023-07-01
2034,Egypt,EGY,EGP,81.0,30.925,4563.298,75305.832,2023-07-01
2035,Spain,ESP,EUR,5.2,0.90699,29420.615,27916.552,2023-07-01
2036,Estonia,EST,EUR,4.45,0.90699,28631.096,27167.397,2023-07-01
2037,Euro area,EUZ,EUR,5.28,0.90699,40906.7034965197,38815.4366885561,2023-07-01
2038,Finland,FIN,EUR,5.95,0.90699,50655.133,48065.504,2023-07-01
2039,France,FRA,EUR,5.3,0.90699,42409.045,40240.979,2023-07-01
2040,Britain,GBR,GBP,4.19,0.77721,45294.805,36614.167,2023-07-01
2041,Greece,GRC,EUR,4.7,0.90699,20615.206,19561.301,2023-07-01
2042,Guatemala,GTM,GTQ,29.0,7.8689,5004.742,38777.642,2023-07-01
2043,Hong Kong,HKG,HKD,23.0,7.7987,49225.862,385508.237,2023-07-01
2044,Honduras,HND,HNL,102.0,24.62,3061.969,75437.051,2023-07-01
2045,Croatia,HRV,EUR,4.09,0.90699,18427.262,17485.21,2023-07-01
2046,Hungary,HUN,HUF,1400.0,351.0725,17301.218,6402525.585,2023-07-01
2047,Indonesia,IDN,IDR,38000.0,15080.0,4798.119,71267226.008,2023-07-01
2048,India,IND,INR,209.0,82.2488,2379.209,191288.428,2023-07-01
2049,Ireland,IRL,EUR,5.1,0.90699,103175.698,97901.075,2023-07-01
2050,Israel,ISR,ILS,17.0,3.66365,54710.337,183854.317,2023-07-01
2051,Italy,ITA,EUR,5.8,0.90699,34113.201,32369.241,2023-07-01
2052,Jordan,JOR,JOD,2.5,0.70895,4740.941,3361.32,2023-07-01
2053,Japan,JPN,JPY,450.0,142.08,33821.931,4447521.084,2023-07-01
2054,South Korea,KOR,KRW,5200.0,1274.65,32250.409,41649683.283,2023-07-01
2055,Kuwait,KWT,KWD,1.4,0.3071,38328.894,11738.23,2023-07-01
2056,Lebanon,LBN,LBP,430000.0,85500.0,,,2023-07-01
2057,Sri Lanka,LKA,LKR,1820.0,327.5,3362.075,1057719.543,2023-07-01
2058,Lithuania,LTU,EUR,3.85,0.90699,25036.193,23756.275,2023-07-01
2059,Latvia,LVA,EUR,3.7,0.90699,22347.97,21205.481,2023-07-01
2060,Moldova,MDA,MDL,63.0,17.665,5671.224,107406.553,2023-07-01
2061,Mexico,MEX,MXN,89.0,16.7025,10867.807,218740.162,2023-07-01
2062,Malaysia,MYS,MYR,13.15,4.509,12364.058,54199.521,2023-07-01
2063,Nicaragua,NIC,NIO,159.0,36.55,2386.754,85698.246,2023-07-01
2064,Netherlands,NLD,EUR,5.33,0.90699,56489.068,53601.193,2023-07-01
2065,Norway,NOR,NOK,70.0,10.1165,106328.405,1022259.007,2023-07-01
2066,New Zealand,NZL,NZD,8.1,1.60681288663935,47208.355,74233.989,2023-07-01
2067,Oman,OMN,OMR,1.42,0.38505,24772.462,9525.012,2023-07-01
2068,Pakistan,PAK,PKR,985.0,286.25,1658.363,294898.818,2023-07-01
2069,Peru,PER,PEN,14.9,3.60375,7094.448,27816.265,2023-07-01
2070,Philippines,PHL,PHP,155.0,54.925,3623.389,197394.255,2023-07-01
2071,Poland,POL,PLN,19.9,3.9946,18279.514,81470.882,2023-07-01
2072,Portugal,PRT,EUR,4.9,0.90699,24522.077,23268.442,2023-07-01
2073,Qatar,QAT,QAR,14.0,3.64,84424.832,307306.388,2023-07-01
2074,Romania,ROU,RON,14.5,4.4761,15851.136,74174.123,2023-07-01
2075,Saudi Arabia,SAU,SAR,19.0,3.7516,31849.729,119436.482,2023-07-01
2076,Singapore,SGP,SGD,6.45,1.3278,82807.649,114164.146,2023-07-01
2077,Slovakia,SVK,EUR,4.3,0.90699,20889.59,19821.658,2023-07-01
2078,Slovenia,SVN,EUR,3.6,0.90699,29502.336,27994.096,2023-07-01
2079,Sweden,SWE,SEK,60.27,10.5075,55689.403,563256.613,2023-07-01
2080,Thailand,THA,THB,128.0,34.22875,7650.884,247827.577,2023-07-01
2081,Turkey,TUR,TRY,95.0,26.92675,10618.285,175968.271,2023-07-01
2082,Taiwan,TWN,TWD,75.0,31.4265,32643.218,973114.394,2023-07-01
2083,Ukraine,UKR,UAH,105.0,36.93145,4348.57,140644.541,2023-07-01
2084,Uruguay,URY,UYU,259.0,37.765,20221.94,832490.102,2023-07-01
2085,United States,USA,USD,5.58,1.0,76348.494,76348.494,2023-07-01
2086,Vietnam,VNM,VND,74000.0,23687.5,4086.519,95648144.299,2023-07-01
2087,South Africa,ZAF,ZAR,49.9,17.78375,6694.358,109536.433,2023-07-01
